"","date","sal","temp","dr","fwc","rho21_dep"
"1",2012-06-07,29.2769167380979,10.1691516666273,2.97068775370212,0.0605910652920964,3
"2",2012-06-16,28.5014158547438,9.80147495673214,2.75140784234031,0.170415807560138,1
"3",2012-06-28,24.2940371959353,11.897962483934,9.89214116252288,1.5093676975945,11
"4",2012-07-07,27.4783334507129,10.9310093939366,4.20772696728045,0.296432989690722,5
"5",2012-07-18,29.510732565458,9.80294224315825,3.49665074367738,0.05013058419244,3
"6",2012-07-19,29.8634156570066,9.51751710691848,4.32607084523625,0.0716082474226804,3
"7",2012-07-28,28.3096004639272,11.7480090934082,6.85927216239179,0.321041237113402,5
"8",2012-08-06,27.6803977518822,11.9813822531794,6.57553520704448,0.353690721649485,5
"9",2012-08-18,27.6447275246743,11.5860340538513,5.86763275960834,0.300182130584193,5
"10",2012-08-29,28.4586115820943,11.7700970618381,4.4401940540622,0.194333333333333,4
"11",2012-09-08,28.4232427934262,11.2550174233669,4.94443483656039,0.179027491408935,4
"12",2012-09-19,29.6359300389821,10.3842402729291,4.01838374433316,0.0868591065292097,3
"13",2012-10-18,30.6849361574346,9.17600402172619,0.898493871394521,0,1
"14",2012-11-06,30.0609583800792,8.6955211961012,1.31317841915086,0,1
"15",2012-11-21,30.9083021154154,8.27591488898539,0.527639773441251,0,1
"16",2012-11-25,30.8193777461788,8.25637181712788,0.362544177207837,0,1
"17",2012-12-10,30.4430819690136,7.9673427227223,0.770930954304617,0,1
"18",2013-01-07,30.8195787052053,7.41461465570122,0.420247996937519,0,1
"19",2013-01-21,30.8032005445436,6.5836719823284,0.360842781921519,0,1
"20",2013-02-07,30.9780348976191,7.00677732953823,0.573895920323253,0,1
"21",2013-02-18,30.4726229459125,7.00810563763319,0.759576118127711,0,1
"22",2013-03-16,30.4414742968014,7.11170958560774,1.07116502225517,0,1
"23",2013-04-02,30.3528513661045,7.7100779667487,1.15285758345112,0,1
"24",2013-04-06,30.3481288289812,8.01723500088636,1.12765165255826,0,1
"25",2013-04-11,30.5212550303312,7.98237173667894,1.13035406848064,0,1
"26",2013-04-14,31.1672378210909,7.77328359692225,0.360370139582301,0,1
"27",2013-04-17,29.5306275090838,8.41495181527012,1.83152756768368,0,1
"28",2013-04-21,30.2218260808112,8.61279418100724,1.23679910919884,0,1
"29",2013-04-24,29.1970355250548,9.07483220727241,2.46856550473331,0.0208144329896909,1
"30",2013-04-27,30.9387474079337,8.32208211415118,0.862710798862508,0,1
"31",2013-05-08,29.8811000513407,8.88870027300819,2.40959743556436,0.000656357388316209,1
"32",2013-05-18,28.5577848616837,10.2788346175979,4.64774052442669,0.18127147766323,4
"33",2013-05-29,28.9991913634425,10.3614180415954,2.64571210487054,0.0397835051546394,2
"34",2013-06-08,30.2648313124873,10.1607788535725,1.96492016134175,0,1
"35",2013-06-19,29.7517829177729,10.2776395028549,4.82025841824009,0.115254295532646,4
"36",2013-06-29,26.293679989357,12.3122824804237,6.94771064244082,0.565388316151203,7
"37",2013-07-10,30.4673980112229,10.1388571751254,1.94942254695536,0,1
"38",2013-07-19,28.6969489875512,12.244599424634,3.91549336195271,0.0964604810996565,3
"39",2013-07-31,30.2003234649732,11.711625135929,2.48520399146298,0,1
"40",2013-08-10,30.0822600368907,12.1411524563902,3.98390579077352,0.0300996563573884,3
"41",2013-08-22,28.3843572217939,14.1193032551243,4.77892519271643,0.161910652920962,5
"42",2013-08-31,25.9629014316994,13.5968983542196,5.49830894444608,0.680759450171822,9
"43",2013-09-11,29.8119701462166,12.310406722165,3.20128006530388,0.0169312714776633,2
"44",2013-09-25,29.2483805563316,11.6285411942846,2.35001427662826,0.0468865979381444,1
"45",2013-11-07,31.0402317163281,9.50608489236793,0.505805229641737,0,1
"46",2013-11-28,30.399473860258,7.57372397603529,1.23061412819004,0,1
"47",2014-01-08,28.6572595798128,6.4369235903043,2.21309350020056,0.0951718213058423,1
"48",2014-01-30,28.522215113989,6.44867543377245,2.51722482765808,0.11939175257732,1
"49",2014-02-20,31.5141935803837,6.43240777241317,0.256882382350796,0,1
"50",2014-03-12,31.6466255788626,6.58339716746307,0.191596736893189,0,1
"51",2014-03-19,30.7542670215852,6.72755100015178,1.10996578322613,0,1
"52",2014-03-26,29.642059289291,7.12569529406239,1.88165810939131,0.00426460481099664,1
"53",2014-04-01,30.0718101675115,7.71393892685635,1.59794098255099,0,1
"54",2014-04-07,31.2670139777598,7.30278763514972,0.28881881042139,0,1
"55",2014-04-21,31.2673154162996,8.01923800287869,0.27783682755603,0,1
"56",2014-04-28,30.6719743002238,8.18060708644051,0.407911715512682,0,1
"57",2014-05-07,28.5284448438112,9.55655545306285,2.51771317151974,0.101061855670103,1
"58",2014-05-12,29.9002916383737,10.2794089018195,1.98954597813758,0,1
"59",2014-05-19,29.1317238414347,10.928110242117,2.47532654186625,0.01779381443299,1
"60",2014-05-30,29.8354823523199,10.3183231837949,2.58597935310331,0.0204467353951891,2
"61",2014-06-09,30.0072018404842,10.8222228286373,2.15447762616418,0,1
"62",2014-06-19,29.6573321753068,9.8739248906599,2.54189889739689,0.0145807560137458,2
"63",2014-06-29,29.9820819621687,11.2937818693538,2.29793903189284,0.00641237113402069,1
"64",2014-07-11,28.9545784595543,13.1564396453925,4.02620117906361,0.116298969072165,4
"65",2014-07-20,30.9574365974004,11.3360992956993,1.28632529489641,0,1
"66",2014-08-01,29.5656948592121,11.893245871043,4.6211305164037,0.119673539518901,4
"67",2014-08-09,30.1523947371474,11.1954874950518,2.21404455044774,0,1
"68",2014-09-01,30.5130157102437,11.2337153647396,1.82414365421255,0,1
"69",2014-09-11,28.997483211717,10.7786205853312,3.83452048948811,0.0807250859106532,3
"70",2014-09-22,29.7235481745463,12.5402329034762,2.48297713614136,0,1
"71",2014-10-16,26.8433029268987,11.7653342228534,4.24573932932549,0.507254295532647,8
"72",2014-11-30,29.7672567628152,8.90703364562974,0.55292807423973,0,1
"73",2015-01-21,30.5952079520918,8.5042514828388,0.270116112822734,0,1
"74",2015-02-25,28.1873168962877,7.91587693331221,1.75199405188357,0.211515463917526,1
"75",2015-03-12,30.3579758212809,8.79141496983734,0.388210084485081,0,1
"76",2015-03-20,30.1607345367481,9.03071525383871,0.501059606639728,0,1
"77",2015-04-02,27.337863091173,9.34419369535911,3.26969539775769,0.321986254295533,5
"78",2015-04-09,28.0965838958123,9.05053566492996,2.61689405323739,0.186920962199313,3
"79",2015-04-24,29.4933496096637,9.26149373740392,0.866257349656394,0,1
"80",2015-05-01,30.2447354098349,9.55040752478881,0.397920653351207,0,1
"81",2015-05-14,28.5117652446098,10.2691596699065,2.6081555602459,0.0958384879725089,1
"82",2015-05-24,30.1459640482986,10.2314267364825,1.62161879402674,0,1
"83",2015-06-04,29.7507781226402,11.0483263286255,2.24361684343774,0,1
"84",2015-06-14,30.0807528441918,10.1699962054386,3.20743569744991,0.0236975945017183,3
"85",2015-06-25,29.7523857948524,12.096035182597,3.33525880314528,0.0192302405498283,2
"86",2015-07-16,30.7893343717135,13.257830043915,4.10025650122031,0.0349828178694158,3
"87",2015-08-06,30.318487372569,12.4571106401831,2.67652617159945,0,1
"88",2015-08-27,29.7939843133428,12.0010393266559,3.46184504307189,0.0308247422680414,3
"89",2015-09-17,29.2264760224405,11.625545256413,4.53217006631007,0.171106529209622,4
"90",2015-10-10,29.7795152634331,10.9861612511734,1.51065882032901,0,1
"91",2015-10-29,28.7183511238759,10.4144278750177,1.70790620005755,0.0730378006872853,1
"92",2015-12-02,30.4398666245892,8.79986243718927,0.453086751190767,0,1
"93",2016-01-16,30.9191539028477,7.49471269621267,0.469459861995574,0,1
"94",2016-02-27,30.0717096879982,8.30813324083435,0.694199005059318,0,1
"95",2016-03-19,29.4080425029045,8.38610687482826,0.960461925765458,0,1
"96",2016-04-08,29.5787571959361,9.41788733484035,0.959558262916858,0,1
"97",2016-04-28,29.2803330415488,10.1699980463873,2.19937112576883,0.0413127147766325,2
"98",2016-05-19,29.6910932917628,11.2015140365185,1.74026390036727,0,1
"99",2016-06-09,30.7882793368243,11.3640142725678,1.44836818235629,0,1
"100",2016-06-30,29.8862579996881,12.4810097659872,2.44690461459015,0,1
"101",2016-07-22,29.8924207431682,12.4082916404402,3.67176126451026,0.0474158075601375,3
"102",2016-08-12,28.8615846700305,13.1155805336391,6.35182624562191,0.22485910652921,4.5
"103",2016-08-15,29.8394345465082,11.9535782803956,4.69040448416001,0.0780263459335625,3.66666666666667
"104",2016-09-01,30.237869309762,12.4033905699156,2.72546831685933,0,1
"105",2016-09-23,31.0523897374327,10.5192190050157,1.21696241888454,0,1
"106",2016-10-23,31.1011223013647,10.3196308635397,0.470699012024681,0,1
"107",2016-11-23,28.7209635912207,9.54456584306042,1.49105886676875,0.119792096219932,1
"108",2017-01-20,30.9507044700119,7.68390533519032,0.641339319140002,0,1
"109",2017-02-25,29.5318332632429,6.32142174435666,1.57299936144301,0,1
"110",2017-03-22,30.5732029386875,6.87137260724587,0.609712131543233,0,1
"111",2017-04-08,30.1279782154248,7.70404250518508,0.972954264156291,0,1
"112",2017-04-28,29.996383546223,9.64679730176969,1.34388274546651,0,1
"113",2017-06-08,28.131785218625,10.8080533978073,4.958577521158,0.594024054982818,4.66666666666667
"114",2017-07-19,26.2668519593161,14.6033738174161,7.58353507788392,0.603946162657503,7.33333333333333
"115",2017-08-14,30.1717872832069,11.9265710098402,2.20875769217313,0,1.33333333333333
"116",2017-08-15,30.480862266,11.8831896982775,3.04063271242114,0.0184570446735396,2
"117",2017-08-31,29.5651422218892,12.6490685318092,3.20200584701627,0.047085910652921,3
"118",2017-09-21,26.5167780019692,11.8421915796124,4.68532033123741,0.796468499427263,7
"119",2017-10-12,29.8768129254415,10.2377169518136,2.30715386284552,0,1
"120",2017-12-07,28.9014750367954,6.95227863826085,1.64766052201151,0.0810034364261173,1
"121",2018-01-11,30.6325863310252,7.07370536360472,0.581769754510617,0,1
"122",2018-02-19,30.4364503211383,6.46301769596968,0.495119690169417,0,1
"123",2018-03-27,31.212403362302,7.04853652604161,0.432286137302526,0,1
"124",2018-04-28,30.3231596699357,9.25175264183938,1.39336262686101,0,1
"125",2018-05-23,29.5948841578147,11.3117284131454,6.92345909018297,0.245938144329897,4
"126",2018-06-27,29.1636763266519,12.5542522847625,3.0231134496413,0.026831615120275,1
"127",2018-07-15,30.4196702424236,10.7136092402786,2.57100422136784,0,1.5
"128",2018-08-19,28.76869136002,14.4796409620128,4.63448597455215,0.118941580756014,4
"129",2018-09-11,30.8998115965448,12.2959185763818,1.46965207692654,0,1
"130",2018-10-23,30.7905401258727,9.90767219756446,1.09386423580213,0,1
"131",2018-11-21,28.7082026930365,8.73260236601033,2.2558015975236,0.125441580756014,1.5
"132",2019-01-21,29.4976702287339,7.29259629152414,1.19436873681616,0,1
"133",2019-02-14,31.1417160247224,6.89774786407732,0.16045239039363,0,1
"134",2019-02-15,31.1747737845855,6.86113466198007,0.144211647423163,0,1
"135",2019-03-13,31.2184823728544,6.99927932432548,0.499034465068917,0,1
"136",2019-04-18,31.504346588084,8.3910580853854,0.46375076080858,0,1
"137",2019-05-11,31.0537964506184,9.55298817421679,1.55980615999943,0,1
"138",2019-06-10,31.1160937488407,10.2212209983658,1.78394565701205,0,1
"139",2019-07-10,30.0876859306068,13.4154204644347,3.15615957993225,0,1
"140",2019-08-03,29.2466724046061,12.1002627282957,3.43370361207428,0.0513298969072166,2
"141",2019-09-01,29.6474851830072,12.8316966534314,2.98916748403133,0.00945360824742275,3
"142",2019-10-01,30.098135799986,10.8460866235766,1.68570963997956,0,1
"143",2019-11-26,28.8584195653628,9.13956392367952,2.2612012928829,0.0777216494845364,1
"144",2020-01-14,30.2219067269303,6.69139563754562,0.636454196944214,0,1
"145",2020-02-11,30.3819904249504,6.93721728972085,0.895573391673111,0,1
"146",2020-04-30,30.8572585226784,8.89600378868679,1.49329616713521,0,1
"147",2020-06-04,30.3533123717635,10.3750626432604,1.3116071851033,0,1
"148",2020-07-02,28.5229184705818,10.7599257525397,3.85293007358268,0.132250859106529,3
"149",2020-08-07,28.8298833835964,13.0400524715458,3.17058955093125,0.0593333333333335,1
"150",2020-09-03,29.172920441872,13.1784219286945,2.90181211580784,0.0432371134020621,2
"151",2020-09-07,28.2315278821228,12.2900904294961,3.62089415204366,0.164134020618557,4
"152",2020-10-01,27.1011333579283,12.8348973711221,4.39756287281944,0.376243986254296,6
"153",2020-11-04,28.3461750067545,9.95472418803664,3.48906427637894,0.263061855670104,4
"154",2020-11-27,29.6610499172975,8.90651973495564,1.50007975382732,0,2
"155",2021-01-11,30.4004786553906,7.77496496949353,0.847272612435177,0,1
"156",2021-02-10,30.2393095161188,6.52316761180465,0.256214172124828,0,1
"157",2021-03-12,30.7943583473766,6.88905588779536,0.382876291724642,0,1
"158",2021-03-14,30.3592820549533,6.68356109508274,0.69324559277527,0,1
"159",2021-04-10,30.4598620477283,7.16717193354678,0.792240998678039,0,1
"160",2021-05-06,28.1244167209858,10.5001122982756,4.57795036686412,0.218800687285224,5
"161",2021-06-05,29.574429791073,10.0123052020376,2.34777776671785,0.00471654541403007,1
"162",2021-07-04,29.6084799534309,10.6100576811332,3.36369902107811,0.0379756317775952,3
"163",2021-08-05,29.7074220407103,14.0541199945433,3.0361331559443,0,1
"164",2021-09-05,29.2392919310946,12.2346419828617,2.98313105455088,0.0228037967022163,1
"165",2021-10-08,27.8304643503454,10.7458236925911,3.33817844411931,0.269480071768672,5
"166",2021-11-05,28.685662221467,9.36006872396745,1.81050795791839,0.131587321601205,1
"167",2022-01-14,30.9298625009149,7.28351350047032,0.242621164256889,0,1
"168",2022-02-05,30.505151904842,7.36753093602796,0.483418037087063,0,2
"169",2022-03-09,29.8492694412282,6.70869562037018,1.12834878089393,0,1
"170",2022-04-10,29.7235516459289,7.60977666298008,2.04947668227521,0.0126467436466295,1
"171",2022-05-05,30.7265243401094,8.33176313036455,0.567862327752437,0,1
"172",2022-06-03,28.8539708034989,12.0293273081617,3.15069940844614,0.0668758609540452,2
"173",2022-07-03,28.7569540306412,11.1416336332126,5.66039541961743,0.235439227363893,4
"174",2022-07-28,27.6499519338437,11.2470141229647,5.07047983325594,0.27317630396193,5
"175",2022-09-09,28.5900887478932,13.3302967512059,7.11165105034411,0.274839642279548,5
"176",2022-10-13,30.0687831916,10.4354424242958,1.89545216903457,0,1
"177",2022-11-26,31.3079813899622,8.22459560517439,0.67900401971383,0,1
"178",2023-01-12,30.9352794872303,6.89621403603305,0.636327805163774,0,1
"179",2023-02-11,31.335603697377,7.52052024286708,0.434873687268919,0,1
"180",2023-03-18,30.3961830133742,6.1654094479781,0.677098560432796,0,1
"181",2023-04-14,31.2425281445707,7.58326251802184,0.484488347981596,0,1
"182",2023-05-14,30.1990204997703,9.92452933684238,3.02517637778715,0.0245670111033597,3
"183",2023-06-15,31.1531139982796,8.09709824660077,1.86433122016285,0,1
"184",2023-07-18,30.3985218340254,11.3713818872439,2.47731526505117,0,1
"185",2023-08-16,29.2722184931943,12.7665667614271,4.17236173427193,0.0487326480556061,3
"186",2023-09-12,30.779304165281,11.4330821409148,1.2617424168144,0,1
"187",2023-10-15,30.288672992404,11.4870137495829,1.74767656339839,0,1
"188",2023-11-25,29.5687268414909,8.45367436387354,1.29608314059044,0,1
"189",2024-01-12,30.0984901587504,7.47594038999901,0.500054947265653,0,1
"190",2024-02-10,30.7229844137785,8.21005944859095,0.48116875253902,0,1
"191",2024-03-07,30.7141498640887,7.0275692979529,0.350219401561844,0,1
"192",2024-04-12,31.0213261652344,8.29084772907497,0.305032845050846,0,1
"193",2024-05-12,30.4627484584047,10.8619010001273,1.63662192052948,0,1
"194",2024-07-18,30.4627410052008,11.1393874583144,2.83919131265316,0,2
"195",2024-09-21,31.680067391988,10.0577282814179,0.575484394325031,0,2
"196",2024-11-17,29.6837047401384,9.35033835081497,1.56908658071279,0.00874567351300798,1
"197",2025-01-09,30.5703012428869,8.05020607037411,0.403941556760515,0,1
